Deliverable type,Priority,Production Pipeline,Project Type,Task Count
0,3,0,0,27
0,3,21,0,88
0,3,17,2,8
1002,5,0,1,160
0,3,0,0,1
0,3,0,0,1
0,3,24,2,103
0,1,0,0,1
0,2,0,0,3
0,2,0,0,1
0,3,0,0,7
1006,2,0,1,1
0,4,14,0,10
1006,3,0,1,1
0,3,12,0,11
0,4,0,0,1
0,3,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,14,2,30
0,2,0,0,7
9,2,0,1,11
0,3,9,0,8
0,2,0,0,14
0,3,0,0,1
1015,5,0,1,1
0,2,0,0,6
0,3,0,0,1
0,3,0,0,1
0,3,26,0,16
0,3,1,0,37
0,2,0,0,6
1009,5,0,1,1
0,2,0,0,1
1005,3,0,1,1
0,2,17,0,1
1103,3,0,1,1
0,3,0,0,99
0,5,0,0,4
1007,3,17,4,36
0,3,6,0,1
1502,3,0,1,1
0,3,14,0,15
0,4,0,0,4
0,1,29,2,76
0,3,9,0,4
1006,2,0,1,1
0,2,14,0,60
0,3,17,0,20
0,3,0,0,1
1006,1,0,1,1
0,3,0,0,1
0,2,13,0,4
0,2,0,0,21
0,3,0,0,1
0,2,0,0,32
0,3,29,2,4
0,1,15,0,15
0,3,11,2,37
1006,1,0,1,1
1006,5,0,1,1
0,2,28,0,38
0,3,11,2,23
0,5,0,0,1
0,2,13,0,4
1502,3,0,1,1
0,3,19,0,26
0,3,0,0,4
0,3,17,0,29
0,3,0,0,9
0,2,14,0,7
1003,3,0,1,53
0,2,17,2,48
1501,3,0,1,14
1009,3,0,1,1
1009,3,0,1,1
1009,3,0,1,1
1009,3,0,1,1
0,3,11,2,1
0,3,12,2,70
0,2,14,0,54
1205,3,0,1,14
1006,1,0,1,9
0,3,24,0,18
9,3,0,1,1
0,5,0,0,4
0,2,6,0,119
0,2,6,0,86
0,4,0,0,7
0,3,11,2,1
3,2,0,1,1
0,3,0,0,2
0,2,0,0,8
0,3,6,0,47
1006,3,0,1,1
0,1,14,0,1
0,3,20,0,4
0,2,0,0,9
0,3,0,0,28
1802,3,0,1,1
1,2,0,1,1
0,2,0,0,1
0,2,0,0,1
0,3,0,0,1
1006,3,0,1,1
1006,3,0,1,1
1005,3,0,1,1
2,4,0,1,1
0,3,14,2,91
0,3,0,0,8
0,2,0,0,9
0,3,0,0,1
1302,3,0,1,1
0,3,0,0,1
0,3,14,2,6
4,4,0,1,1
0,3,0,0,1
0,3,0,0,1
1705,3,0,1,11
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
2,2,0,1,1
0,2,11,2,6
0,2,11,2,4
0,2,11,0,1
0,3,0,0,1
0,3,27,0,28
0,5,0,0,4
1012,3,0,1,1
0,2,11,0,26
0,3,0,0,1
1001,3,0,1,1
4,4,0,1,1
4,3,0,1,1
0,3,26,0,1
1502,3,0,1,1
0,5,0,0,4
0,3,0,0,3
1005,5,0,1,1
0,3,13,2,33
1006,3,0,1,1
0,3,25,0,17
0,5,0,0,4
0,2,0,0,5
0,2,0,2,11
0,2,30,2,20
1012,3,0,1,1
4,4,0,1,1
0,5,0,0,4
1006,3,17,4,8
0,2,11,2,166
0,3,0,0,9
1006,3,0,1,1
0,3,14,0,22
1012,3,0,1,14
1015,2,17,4,22
1012,3,0,1,11
1012,3,0,1,1
11,3,0,1,1
0,3,0,0,1
0,4,0,0,21
0,2,29,0,13
0,3,0,0,1
1002,3,0,1,13
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,1
0,5,0,0,4
0,3,14,0,10
0,1,17,0,14
1006,3,0,1,16
1006,3,0,1,1
1101,3,0,1,1
0,2,0,0,1
0,4,17,0,4
1303,3,0,1,1
1006,3,0,1,1
1205,3,0,1,20
0,4,0,0,11
0,2,17,2,584
0,3,11,2,21
1502,3,0,1,15
0,3,0,0,4
0,3,0,0,1
1003,3,0,1,1
1007,3,0,1,1
0,5,0,0,6
1501,3,0,1,1
1003,5,0,1,1
1005,3,0,1,1
0,3,0,0,1
0,1,14,2,22
0,1,0,0,266
0,1,0,0,46
0,3,0,0,1
0,1,0,0,35
0,3,0,0,1
1006,3,0,1,1
0,3,0,0,1
1002,3,14,2,4
0,1,26,0,7
0,1,0,0,9
0,2,0,0,1
0,2,0,0,1
0,2,27,0,17
1,3,0,1,1
11,3,0,1,1
0,2,0,0,1
0,3,0,1,1
0,2,0,0,8
0,2,0,0,1
4,5,0,1,1
1006,3,0,1,1
1103,3,0,1,38
0,3,0,0,5
1502,3,0,1,1
0,3,0,0,61
0,2,0,0,1
4,3,0,1,1
1301,3,0,1,1
0,4,28,0,11
0,3,0,0,41
1004,3,0,1,1
1,3,0,1,1
0,3,14,2,15
0,3,0,0,1
4,3,0,1,1
0,3,17,2,52
0,3,0,0,10
0,1,17,0,25
1303,3,0,1,1
1202,3,0,1,13
0,3,26,0,109
1502,3,0,1,1
0,3,13,2,7
0,3,0,0,10
0,1,0,0,68
0,3,0,0,1
0,2,12,0,65
0,2,14,2,10
0,3,26,0,30
0,3,28,0,28
0,2,14,2,39
1304,3,0,1,1
11,4,0,1,1
10,2,16,2,4
0,5,0,0,4
1502,3,0,1,1
0,2,0,0,9
0,3,11,0,9
0,3,0,0,22
0,3,14,0,20
1005,3,17,2,8
4,4,0,1,1
1,4,0,1,1
1502,2,0,1,1
1702,3,27,4,51
0,2,0,0,1
1006,3,0,1,1
0,3,29,0,80
1501,3,0,1,1
0,3,0,0,16
0,3,0,0,1
0,3,0,0,1
0,3,0,0,1
0,3,0,0,1
0,3,0,0,1
0,3,0,0,1
0,3,0,0,1
0,3,0,0,7
0,3,0,0,1
0,3,0,0,1
0,3,0,0,6
0,1,0,0,1
1009,3,0,1,1
1502,3,0,1,1
0,2,26,0,95
4,5,0,1,1
1502,2,0,1,15
0,3,0,0,14
0,1,24,0,33
2,3,0,1,12
2,3,0,1,1
0,2,0,0,4
1009,3,0,1,1
1005,1,0,1,1
1001,3,0,1,1
0,5,13,2,4
0,4,17,0,12
1204,3,0,1,18
1001,3,0,1,1
0,4,12,2,32
0,4,12,2,24
1012,3,0,1,1
0,3,0,0,1
0,2,0,0,25
1006,3,0,1,1
1006,3,0,1,1
1008,3,0,1,1
4,2,0,1,1
0,4,0,0,1
0,2,0,0,1
0,3,0,0,24
1302,3,0,1,1
0,2,0,0,1
1202,3,0,1,38
1502,3,0,1,1
0,3,13,2,7
0,2,0,0,1
0,5,0,0,5
0,2,14,2,12
0,3,22,2,25
2,2,0,1,1
2,2,0,1,1
0,3,28,0,50
1502,3,0,1,2
1007,3,0,1,1
1501,3,0,1,1
1306,3,0,1,7
1801,3,0,1,1
0,3,0,0,1
0,1,14,0,81
4,2,0,1,1
0,1,9,2,23
1504,3,0,1,1
1502,3,0,1,1
1705,3,0,1,12
1002,3,0,1,1
0,3,0,0,8
1006,1,0,1,1
0,2,0,0,1
0,2,17,2,63
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,2
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,1
1006,1,0,1,1
0,2,0,0,1
0,2,14,2,11
1204,3,0,1,21
4,3,0,1,1
0,1,12,2,5
0,2,0,0,1
0,2,0,0,1
0,2,0,0,22
0,2,0,0,1
1502,3,0,1,4
2,3,0,1,1
0,1,14,0,17
1804,3,0,1,1
1001,1,0,1,1
0,3,0,0,14
1001,3,0,1,1
1502,3,0,1,1
0,3,14,0,62
0,2,0,0,1
0,2,0,0,1
0,3,0,0,6
1012,3,0,1,1
1205,2,0,1,21
1205,2,0,1,39
1205,2,0,1,30
1205,2,0,1,49
1205,2,0,1,49
1205,2,0,1,35
1205,2,0,1,34
1205,2,0,1,39
1205,2,0,1,44
1205,2,0,1,34
1205,2,0,1,30
4,4,0,1,1
1502,3,0,1,1
1205,2,0,1,35
0,1,0,0,1
0,2,0,0,1
1002,3,0,1,1
0,3,0,0,1
0,3,0,0,1
0,3,0,0,1
0,3,0,0,1
2,4,0,1,1
0,3,0,0,1
0,3,13,0,4
0,2,0,0,4
1001,3,0,1,1
1012,3,0,1,1
1801,5,0,1,1
1606,2,27,4,92
0,2,17,0,10
1801,5,0,1,1
9,2,0,1,1
0,1,30,0,11
0,3,29,0,25
0,3,0,0,11
1,2,0,1,1
1,2,0,1,1
4,2,0,1,1
1013,3,0,1,1
1013,3,0,1,1
1013,3,0,1,10
1502,3,0,1,1
1502,3,0,1,1
0,3,0,0,5
0,3,0,0,1
1205,2,0,1,17
1205,2,0,1,27
1205,2,0,1,27
1205,2,0,1,26
1205,2,0,1,29
1205,2,0,1,28
1205,2,0,1,29
1205,2,0,1,31
1205,2,0,1,29
1205,2,0,1,29
1205,2,0,1,29
1205,2,0,1,18
1205,2,0,1,29
1804,3,0,1,1
0,2,17,2,22
1205,2,0,1,26
0,5,0,0,1
1205,2,0,1,26
1205,2,0,1,25
1205,2,0,1,28
1205,2,0,1,28
1205,2,0,1,28
1205,2,0,1,29
1205,2,0,1,28
1205,2,0,1,28
1205,2,0,1,28
1205,2,0,1,29
4,2,0,1,1
1003,3,0,1,1
0,5,0,0,4
0,3,0,0,1
1501,3,0,1,1
1502,3,0,1,1
0,3,6,0,50
0,3,17,0,81
1502,3,0,1,1
1007,3,0,1,1
1502,3,0,1,14
1502,3,0,1,1
1002,3,0,1,1
1006,3,0,1,4
0,2,28,0,11
0,3,26,2,41
1201,3,0,1,4
1502,3,0,1,1
1205,2,0,1,3
0,4,16,0,15
1205,3,0,1,3
1205,2,0,1,3
1205,2,0,1,3
1205,2,0,1,3
1205,2,0,1,6
1205,2,0,1,3
1205,2,0,1,3
1205,2,0,1,3
1007,3,0,1,1
1302,3,0,1,1
1502,3,0,1,1
0,3,0,0,1
1007,3,0,1,1
1801,3,0,1,1
1803,3,0,1,1
1001,3,0,1,10
1012,3,0,1,1
0,3,0,0,1
1205,2,0,1,3
0,3,0,0,12
1205,2,0,1,3
1205,2,0,1,3
1205,2,0,1,3
1205,2,0,1,3
1205,2,0,1,3
1205,2,0,1,3
0,2,30,0,263
0,3,25,0,26
0,3,26,0,18
0,2,0,0,5
0,3,0,0,52
0,3,0,0,57
0,2,0,0,1
0,2,0,0,1
1006,3,0,1,1
1012,3,0,1,1
1012,3,0,1,10
1001,3,0,1,11
0,3,0,0,1
1006,3,0,1,1
0,2,30,0,12
1012,3,0,1,422
1205,2,0,1,150
1205,2,0,1,589
1205,2,0,1,638
1205,2,0,1,415
1205,2,0,1,303
1205,2,0,1,613
1205,2,0,1,550
1205,2,0,1,643
1205,2,0,1,634
1205,2,0,1,423
1205,2,0,1,187
1205,2,0,1,607
1502,3,0,1,13
1007,3,0,1,1
1012,3,0,1,1
1501,3,0,1,1
0,2,5,0,31
0,3,0,0,1
0,3,0,0,1
0,2,0,0,1
0,2,0,0,34
0,3,0,0,7
1012,3,0,1,1
0,3,11,0,9
0,2,0,0,1
1006,1,0,1,1
1502,3,0,1,4
0,3,0,0,1
0,2,0,0,1
0,4,0,0,8
1502,3,0,1,1
0,2,17,2,6
1502,3,0,1,1
0,3,13,2,5
1,2,0,1,1
0,2,0,0,9
0,3,0,0,6
0,3,11,0,46
0,2,0,0,105
4,2,0,1,1
0,4,22,0,19
1005,3,0,1,1
1502,3,0,1,1
0,3,26,0,7
1002,3,0,1,1
0,3,0,0,35
0,2,0,0,1
9,2,0,1,1
1502,3,0,1,1
1005,3,0,1,1
0,2,0,0,1
0,1,0,0,8
0,1,0,0,48
0,1,0,0,19
0,1,17,0,9
0,3,0,0,1
0,1,19,0,10
0,1,0,0,161
0,3,0,0,1
1004,3,0,1,1
2,2,0,1,1
1005,1,0,1,1
0,3,0,0,4
0,2,0,0,1
1006,3,0,1,35
1502,3,0,1,1
0,2,0,0,112
0,2,0,0,92
0,3,0,0,1
1716,1,24,0,38
0,1,0,0,13
0,2,0,0,1
0,2,0,0,1
1502,3,0,1,1
0,5,0,0,7
0,3,0,0,7
0,3,12,0,9
1502,3,0,1,5
0,3,29,0,92
1,5,0,1,1
0,3,27,0,23
0,1,0,0,66
0,2,17,0,3
0,3,0,0,9
2,3,0,1,1
1006,3,0,1,1
1001,3,0,1,4
1502,3,0,1,1
1015,3,0,1,12
1605,3,0,1,1
0,3,0,0,1
0,2,0,0,1
0,2,0,0,6
0,3,26,0,37
1502,3,0,1,1
2,4,0,1,1
0,2,0,0,1
0,2,0,0,1
1502,3,0,1,1
0,1,0,0,89
4,2,0,1,1
2,3,0,1,15
0,1,0,0,1
0,1,15,0,13
0,1,0,0,1
0,1,0,0,1
1502,2,0,1,1
1502,3,0,1,1
0,1,0,0,1
1502,3,29,2,10
0,2,0,0,1
4,2,0,1,1
0,2,0,0,1
0,2,0,0,1
2,2,0,1,1
1501,2,0,0,1
0,3,0,0,11
0,3,0,0,1
2,5,0,1,1
4,2,0,1,1
0,2,13,0,19
0,3,0,0,1
1801,3,0,1,1
0,3,0,0,5
0,3,0,0,1
0,2,0,0,12
2,2,0,1,1
0,1,29,0,91
0,2,0,0,1
0,2,0,0,1
0,3,0,0,1
0,3,11,0,22
0,1,0,0,1
0,3,0,0,1
1605,3,0,1,1
1605,3,0,1,1
1605,3,0,1,1
0,3,18,2,16
0,3,0,0,1
0,1,14,0,33
0,2,24,0,44
0,3,4,0,516
1,2,0,1,1
0,5,0,0,1
0,3,0,0,14
1005,3,0,1,5
2,2,0,1,1
2,2,0,1,1
0,3,0,0,13
1006,3,0,1,1
1006,5,0,1,1
4,2,0,1,1
0,2,14,0,26
0,3,0,0,1
1,3,0,1,1
1,2,0,1,1
0,3,14,0,12
1002,3,0,1,1
0,3,13,0,9
4,2,0,1,1
1007,3,0,1,1
0,2,22,0,26
1015,3,0,1,1
4,2,0,1,1
0,2,0,0,1
0,2,0,2,13
1002,3,0,1,32
0,2,0,0,1
1103,3,0,1,1
1006,3,0,1,14
1003,3,0,1,1
1501,3,0,1,1
1801,3,0,1,1
0,3,19,0,31
1801,3,0,1,1
1801,3,0,1,1
1801,3,0,1,1
1801,3,0,1,1
0,3,0,0,8
1012,2,0,1,13
0,2,0,0,1
0,2,0,0,1
0,3,0,0,13
0,3,28,0,38
1502,1,0,1,23
1502,3,0,1,7
0,2,0,0,1
1502,1,0,1,12
1801,3,0,1,1
1801,3,0,1,1
1502,1,0,1,1
0,3,26,0,37
4,2,0,1,1
4,2,0,1,1
0,3,0,0,1
0,1,0,0,1
1002,3,0,1,14
0,5,27,0,7
10,3,0,1,5
0,2,14,2,27
0,3,0,0,12
1006,1,0,1,1
0,4,0,0,18
0,3,0,0,1
0,4,0,0,1
1502,2,0,1,1
11,2,0,1,1
1005,3,0,1,1
1,2,0,1,1
1502,3,0,1,15
0,3,12,0,1
0,2,17,0,18
1,3,0,1,1
0,3,14,2,114
0,3,0,0,19
0,2,0,0,1
1501,3,0,1,1
1,2,0,1,1
4,2,0,1,1
1,2,0,1,1
4,2,0,1,1
0,2,14,0,20
1012,3,0,1,1
0,2,0,0,1
0,1,0,0,1
1005,3,0,1,1
0,4,6,0,62
0,3,0,0,1
1502,3,0,1,1
0,2,14,0,51
0,2,0,0,14
1801,3,0,1,1
0,3,0,0,10
0,3,26,0,38
0,2,0,0,1
1015,3,0,1,8
0,5,0,1,1
1502,3,0,1,1
0,5,0,1,1
0,3,0,0,5
1503,3,0,1,1
2,3,0,1,1
1012,3,0,1,1
1503,3,0,1,23
1502,3,0,1,1
0,3,0,0,25
0,2,0,0,1
0,1,17,0,118
1502,3,0,1,1
0,2,0,0,1
1004,3,0,1,1
1006,3,0,1,1
1001,3,0,1,14
0,1,17,0,115
1002,3,0,1,13
1012,3,0,1,1
1006,3,0,1,1
1006,3,0,1,1
0,3,0,0,1
0,3,0,0,1
1502,3,0,1,1
0,3,0,0,4
1012,3,0,1,1
1012,3,0,1,1
1012,3,0,1,1
1012,3,0,1,1
1012,3,0,1,1
1801,3,0,1,1
0,3,28,0,44
1,3,0,1,1
0,3,0,0,1
1502,3,0,1,1
1502,3,0,1,1
0,3,17,0,7
0,3,0,0,1
0,3,0,0,1
1502,3,0,1,13
0,2,0,0,22
0,3,0,0,1
1502,3,0,1,1
1501,3,0,1,1
0,2,24,0,29
1014,3,0,1,1
1302,3,0,1,1
0,3,0,0,1
0,3,0,0,1
1205,2,14,0,90
1804,3,0,1,1
1205,2,14,0,214
1205,2,14,0,295
1801,3,0,0,1
0,3,0,0,1
1205,2,14,0,242
1205,2,14,2,248
1205,2,14,0,496
1501,3,0,1,1
1205,2,14,0,387
1502,3,0,1,1
0,3,26,0,48
0,2,0,0,1
1502,3,0,1,1
0,2,0,0,1
0,1,14,0,39
0,3,0,0,15
1007,3,0,1,1
0,4,12,0,23
0,2,17,0,19
1101,3,0,1,10
1006,3,0,1,17
1501,3,0,1,1
0,3,11,0,21
0,3,30,2,18
1502,3,0,1,1
0,3,0,0,1
0,5,0,1,1
0,4,0,0,4
1007,3,0,1,1
1006,3,0,1,1
0,1,0,0,1
1012,3,0,1,1
1705,2,1,0,29
1709,3,0,1,1
1001,3,0,1,1
0,3,0,0,1
0,3,0,0,1
0,3,0,0,1
4,2,0,1,1
0,1,0,0,19
0,1,0,0,21
1502,3,0,1,1
0,3,0,0,1
1711,2,28,4,179
1005,3,0,1,7
1006,3,0,1,1
1502,3,0,1,17
0,3,0,0,1
0,3,0,0,1
0,3,0,0,1
0,3,0,0,1
0,3,0,0,1
1502,3,0,1,17
0,2,0,0,1
0,2,0,0,1
1502,3,0,1,8
0,2,0,0,1
0,3,0,0,1
1012,3,0,1,1
0,3,0,0,1
2,3,0,1,13
0,3,11,2,7
1003,3,0,1,313
0,3,13,0,10
0,3,11,0,16
0,2,0,2,13
1501,3,0,1,1
0,3,0,0,7
0,3,17,0,147
0,3,0,0,1
0,3,0,0,18
1009,3,0,1,1
1003,3,0,1,1
1012,3,0,1,1
0,3,0,0,13
0,1,0,0,16
0,3,0,0,1
0,1,0,0,1
0,1,21,0,16
1012,1,0,1,1
1003,1,0,1,1
1012,3,0,1,1
1012,3,0,1,1
0,2,0,0,1
1502,2,0,1,1
1005,3,0,1,4
0,2,0,0,1
1012,3,0,1,1
0,3,29,0,12
1302,3,0,1,1
1012,3,0,1,1
1202,3,0,1,6
1202,3,0,1,1
0,2,0,0,1
1006,3,0,1,1
0,3,29,0,148
0,5,12,2,22
0,1,0,0,47
1007,3,0,1,1
1006,3,0,1,1
1003,3,0,1,14
0,4,0,0,4
1502,2,0,1,1
0,3,0,0,1
0,3,0,0,56
1502,3,0,1,1
0,3,0,0,1
0,3,0,0,15
0,1,24,0,31
0,3,0,0,1
1103,3,0,1,1
1008,3,0,1,1
0,3,0,0,1
1502,3,0,1,9
1502,3,0,1,8
0,3,0,0,1
0,1,14,0,1
1012,3,0,1,1
1501,3,0,1,1
0,3,0,0,1
0,2,0,0,1
1502,3,0,1,1
1502,3,0,1,1
2,2,0,1,1
0,3,0,0,27
1012,3,0,1,1
1103,3,0,1,10
1012,3,0,1,1
2,3,0,1,1
0,1,0,0,1
0,2,18,1,1
1302,3,0,1,1
1502,3,0,1,1
1502,3,0,1,1
1501,3,0,1,1
4,2,0,1,1
1501,3,0,1,19
0,3,1,0,89
0,2,0,0,1
0,2,0,0,227
1803,3,0,1,1
0,2,0,0,1
0,2,0,0,1
1502,3,0,1,9
0,3,0,0,12
1102,2,0,1,1
3,2,0,1,1
3,2,16,2,26
0,1,0,0,1
1012,3,0,1,1
1012,3,0,1,1
0,2,0,0,63
1104,5,0,1,5
1006,3,0,1,10
0,1,0,0,1
0,4,17,2,21
0,3,0,0,1
0,3,0,0,1
9,2,0,1,1
1501,3,0,1,1
1502,3,0,1,1
1005,1,0,1,1
1502,3,0,1,1
1006,3,0,1,10
1006,3,0,1,7
9,2,0,1,11
1302,3,0,1,1
0,2,0,0,419
0,2,0,0,26
0,2,0,0,192
0,3,0,0,1
1502,3,0,1,1
0,1,26,0,62
1012,1,0,1,12
0,1,0,0,6
1501,3,0,1,1
0,3,0,0,14
0,1,0,0,6
0,3,0,0,1
1502,3,0,1,1
1006,3,0,1,73
0,2,6,0,135
0,1,0,0,1
0,2,0,0,1
1,3,0,1,1
0,2,0,0,1
0,2,0,0,143
0,3,0,0,1
0,3,0,0,1
0,1,5,0,32
1103,3,0,1,1
0,3,0,0,27
1005,3,0,1,1
0,3,30,2,9
0,3,0,0,1
0,1,30,2,8
1006,1,0,1,1
1501,3,0,1,1
1501,3,0,1,1
1502,3,0,1,17
0,3,0,0,1
0,2,0,0,21
0,3,0,0,1
0,3,0,0,1
0,3,0,0,1
0,3,0,0,1
0,3,0,0,1
1205,3,0,1,16
0,3,0,0,1
0,2,0,0,1
0,2,29,2,11
0,2,29,0,12
1006,3,0,1,1
1302,3,0,1,8
0,3,0,0,1
0,4,0,0,1
1502,3,0,1,1
2,3,0,1,100
0,2,0,0,76
0,2,0,0,85
0,3,24,0,23
1804,3,0,1,1
1012,3,0,1,1
1007,3,0,1,7
1009,3,0,1,1
0,2,0,0,69
1006,3,0,1,1
0,5,0,0,1
1501,3,0,1,8
0,1,0,0,1
0,1,5,0,17
0,3,0,0,1
0,3,0,0,1
1502,2,0,1,1
1501,3,0,1,1
0,2,0,0,1
0,3,0,0,21
0,3,0,0,1
1502,3,0,1,1
1501,3,0,1,1
0,3,6,0,70
0,3,0,0,1
1501,3,0,1,1
0,5,0,1,1
1501,3,0,1,1
0,5,0,1,1
0,2,0,0,1
0,3,0,0,1
0,3,0,0,1
0,2,30,2,18
10,3,0,1,9
1007,3,0,1,7
1006,3,0,1,1
0,3,0,0,19
0,5,0,1,1
0,3,0,0,1
1201,2,14,0,38
1306,5,0,1,8
1201,3,0,1,16
0,2,28,0,48
0,5,0,1,1
1,3,0,1,14
0,3,11,0,133
2,2,0,1,1
0,3,11,0,133
2,3,0,1,1
0,3,0,0,1
1501,3,0,1,1
1501,3,0,1,1
0,3,0,0,1
1007,3,0,1,1
0,2,0,0,1
1501,3,0,1,1
0,3,0,0,6
1501,3,0,1,1
1205,2,14,2,293
0,3,0,0,6
1012,3,0,1,7
0,3,0,0,6
0,3,0,0,6
0,3,0,0,6
0,3,0,0,6
0,3,0,0,6
0,3,0,0,6
0,3,0,0,6
0,3,0,0,6
0,3,0,0,6
0,3,0,0,6
0,3,0,0,6
0,3,0,0,7
0,2,0,0,25
0,3,0,0,5
0,3,0,0,7
0,3,0,0,66
1007,3,0,1,1
0,3,22,0,31
1501,3,0,1,1
1502,3,0,1,1
0,3,0,0,1
0,1,0,0,1
1302,3,0,1,1
0,3,0,0,6
0,3,0,0,6
0,3,0,0,6
0,3,0,0,6
0,3,0,0,7
0,3,0,0,6
0,3,0,0,6
0,3,0,0,6
1012,3,0,1,1
1501,3,0,1,1
2,3,0,1,1
0,3,0,0,1
0,3,0,0,1
0,3,0,0,6
0,3,0,0,6
0,3,0,0,6
0,3,0,0,6
0,3,0,0,6
4,2,0,1,1
0,3,0,0,1
1007,3,0,1,5
0,3,0,0,1
0,3,9,0,36
0,5,0,0,1
0,3,0,0,1
0,5,0,0,1
0,3,0,0,1
0,3,0,0,1
1501,3,0,1,1
1501,3,0,1,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1705,3,0,1,4
1306,5,0,0,1
0,1,0,0,1
0,1,0,0,6
0,3,17,0,24
0,1,0,0,326
0,5,0,0,1
0,3,0,0,1
0,1,28,0,52
0,5,0,0,1
0,5,0,0,1
0,1,0,0,4
0,1,0,0,1
1501,3,0,1,1
0,5,0,0,1
0,1,0,0,2
0,5,0,0,1
0,5,0,0,1
1002,3,0,1,16
0,5,0,0,1
0,5,0,0,1
0,5,0,0,1
0,3,0,0,1
1502,3,0,1,1
0,5,0,0,1
1006,1,0,1,1
0,5,0,0,1
1502,3,0,1,1
1506,3,18,1,60
1502,3,0,1,3
0,5,0,0,1
0,5,0,0,1
0,3,0,0,6
0,4,26,0,402
0,5,0,0,1
0,3,0,0,1
0,3,0,0,1
0,2,0,0,15
0,5,0,0,1
0,5,0,0,1
1006,1,0,1,1
0,5,0,0,1
0,5,0,0,1
1006,1,0,1,1
1006,1,0,1,1
1709,3,23,4,34
0,3,0,0,1
0,5,0,0,1
0,3,0,0,1
0,5,0,0,1
0,3,0,0,1
0,3,0,0,1
0,5,0,0,1
0,5,0,0,1
0,5,0,0,1
0,5,0,0,1
0,1,14,2,47
0,5,0,0,1
1501,3,0,1,1
1005,3,0,1,1
1501,3,0,1,8
0,3,13,2,156
0,2,16,0,27
0,3,0,0,1
1006,3,0,1,1
0,2,28,0,40
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,14,0,406
0,1,17,0,350
1501,3,0,1,1
0,2,0,0,1
1502,3,0,1,2
0,1,0,0,1
0,1,0,0,1
0,1,0,0,10
0,2,0,0,16
0,2,0,0,6
1501,3,0,1,31
1205,3,0,1,63
0,3,27,0,40
0,3,26,0,44
0,3,26,2,51
0,3,26,2,60
0,3,0,0,1
1502,3,0,1,2
0,2,0,0,1
1012,3,0,1,1
0,2,13,0,16
0,2,0,0,459
0,2,6,0,50
0,1,14,0,726
0,2,0,0,516
0,2,0,0,248
1501,3,0,1,1
1502,3,0,1,1
0,1,14,0,771
1501,3,0,1,1
0,1,7,0,729
0,3,17,0,10
0,2,14,2,1140
0,3,0,0,55
0,2,0,0,74
0,1,0,0,1
0,1,0,0,2
0,4,0,0,13
0,3,4,2,34
0,3,11,2,24
1502,3,0,1,1
1003,3,0,1,380
1306,5,0,0,5
0,2,27,2,145
1306,5,0,0,47
0,2,14,0,233
0,3,25,0,15
0,2,14,0,244
0,3,0,0,1
1502,3,0,1,1
0,2,0,0,14
1006,3,0,1,1
10,2,0,1,1
1502,3,0,1,13
1007,3,0,1,6
2,2,0,1,1
1602,3,0,1,1
0,2,0,0,5
0,1,0,0,1
0,1,0,0,1
1502,3,0,1,1
0,2,0,0,5
0,2,0,0,1
0,2,0,0,5
0,1,29,2,38
0,2,0,0,5
0,2,0,0,5
1501,3,0,1,1
1501,3,0,1,1
1502,3,0,1,17
1001,3,0,1,32
1001,3,0,1,30
1007,3,0,1,7
0,2,0,0,5
1502,3,0,1,1
0,2,0,0,1
0,2,0,0,6
0,2,0,0,5
0,2,0,0,1
0,2,0,0,6
0,2,0,0,5
0,3,0,0,33
1501,3,0,1,1
1501,3,0,1,1
1501,3,0,1,1
1501,3,0,1,1
0,2,17,2,11
0,3,0,0,1
0,1,0,0,27
0,1,8,0,34
0,1,0,0,1
0,2,0,0,1
0,1,0,0,1
0,2,0,0,1
0,2,0,0,1
0,3,0,0,1
1709,3,0,1,1
0,2,0,0,1
1502,3,0,1,16
1502,3,0,1,1
0,1,0,0,153
1501,3,0,1,1
1502,3,0,1,1
1007,3,0,1,13
0,1,0,0,1
1502,3,0,1,17
0,2,0,0,1
0,2,0,0,1
0,2,0,0,1
1801,2,30,2,19
1502,3,0,1,1
0,1,29,2,49
0,2,29,2,251
0,2,30,2,43
0,2,29,2,147
0,2,13,0,13
0,2,29,2,13
0,2,29,0,38
1502,3,0,1,1
1501,3,0,1,1
1006,5,0,1,1
1501,3,0,1,1
1501,3,0,1,1
1001,3,0,1,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,2,15,0,21
1003,3,0,1,2
9,2,16,2,28
0,3,21,2,28
0,2,29,2,13
1502,3,0,1,1
0,2,0,0,1
1502,3,0,1,1
1501,3,0,1,1
1501,3,0,1,1
0,1,0,0,1
